title,url,preview,image_url,date,category,page_number,date_range
[PENIPUAN] Rekrutmen Relawan BAZNAS Ramadan 2025,https://turnbackhoax.id/articles/25404--penipuan-rekrutmen-relawan-baznas-ramadan-2025,Akun Instagram “lokerblog” pada Jumat (27/12/2024) membagikan foto [arsip]...,https://lh7-rt.googleusercontent.com/docsz/AD_4nXcWbxkLxrsMgEUPymu4agoja0rwuqFFbhhcZswmbh_UM8nX8rcVWQhPfl1H1M_yyEizsXtfd2NbFS4XizOZamHkkMmSUQ-4hYX98br8V82jZfdjOmHw4zyLpICsAZl30EyPywQQ?key=LHbzhkPtZNdMIGEUTsEEaxgN,31/01/2025,Uncategorized,1,January 2025
"[SALAH] Buntut Sengketa Pilkada Jateng, MK Diskualifikasi...",https://turnbackhoax.id/articles/25403--salah-buntut-sengketa-pilkada-jateng-mk-diskualifikasi-luthfi-taj-yasin,Akun Facebook “Idah Nurhayati” pada Senin (13/1/2025) mengunggah video...,https://yudistira.turnbackhoax.id/uploads/2025/01/HEADER-Light-Background-9-678x381.png,31/01/2025,Uncategorized,1,January 2025
[SALAH] Donald Trump Mau Pindahkan Dua Juta...,https://turnbackhoax.id/articles/25395--salah-donald-trump-mau-pindahkan-dua-juta-warga-gaza-ke-indonesia,Akun Instagram “awreceh.id” [arsip] pada Senin (20/1/2025) dan kanal...,https://yudistira.turnbackhoax.id/uploads/2025/01/header-donald-trump-pindahkan-2-juta-warga-gaza-ke-Indonesia-test-678x381.png,31/01/2025,Uncategorized,1,January 2025
[PENIPUAN] Kemendikdasmen Buka Loker Guru Privat Online,https://turnbackhoax.id/articles/25394--penipuan-kemendikdasmen-buka-loker-guru-privat-online,"Akun TikTok “bantuan_resmipemerintah” pada Rabu, (8/1/2025) mengunggah foto [arsip]...",https://yudistira.turnbackhoax.id/uploads/2025/01/HEADER-Light-Background-7-678x381.png,30/01/2025,Uncategorized,1,January 2025
Hoaks Anak Yatim Piatu di Makassar Meninggal...,https://turnbackhoax.id/articles/25402-hoaks-anak-yatim-piatu-di-makassar-meninggal-karena-kelaparan,"tirto.id - Baru-baru ini, muncul narasi di media sosial...",https://mmc.tirto.id/image/otf/970x0/2025/01/31/header-periksa-fakta---hoaks-anak-yatim-piatu-di-makassar-meninggal-karena-kelaparan-01_ratio-16x9.jpg,31/01/2025,Uncategorized,1,January 2025
Hoaks Disnaker Pemalang Adakan Program Tebus Murah...,https://turnbackhoax.id/articles/25401-hoaks-disnaker-pemalang-adakan-program-tebus-murah-iphone-15,"tirto.id - Beredar di media sosial, sebuah unggahan yang...",https://mmc.tirto.id/image/otf/970x0/2025/01/31/header-periksa-fakta---hoaks-disnaker-pemalang-adakan-program-tebus-murah-iphone-15-01_ratio-16x9.jpg,31/01/2025,Uncategorized,1,January 2025
Hoaks Elon Musk Akuisisi TikTok dan Ganti...,https://turnbackhoax.id/articles/25400-hoaks-elon-musk-akuisisi-tiktok-dan-ganti-namanya-jadi-x-videos,"tirto.id - Presiden Amerika Serikat (AS), Donald Trump telah...",https://mmc.tirto.id/image/otf/970x0/2025/01/31/header-periksa-fakta---hoaks-elon-musk-akuisisi-tiktok-dan-ganti-namanya-jadi-x-videos-01_ratio-16x9.jpg,31/01/2025,Uncategorized,1,January 2025
"Cek fakta, Prabowo sahkan RUU Perampasan Aset",https://turnbackhoax.id/articles/25399-cek-fakta-prabowo-sahkan-ruu-perampasan-aset,Jakarta (ANTARA/JACX) – Sebuah unggahan video di YouTube menarasikan...,https://img.antaranews.com/cache/730x487/2025/01/30/WhatsApp-Image-2025-01-30-at-13.48.22.jpeg,31/01/2025,Uncategorized,1,January 2025
[KLARIFIKASI] Narasi Satire Jokowi dan Presiden Kenya...,https://turnbackhoax.id/articles/25398--klarifikasi-narasi-satire-jokowi-dan-presiden-kenya-rayakan-status-tokoh-terkorup,KOMPAS.com - Foto Presiden ke-7 Republik Indonesia Joko Widodo...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,30/01/2025,Uncategorized,1,January 2025
[HOAKS] Video Raffi Ahmad Promosi Situs Judi...,https://turnbackhoax.id/articles/25397--hoaks-video-raffi-ahmad-promosi-situs-judi-miliknya,KOMPAS.com - Beredar unggahan video yang menampilkan selebritas Raffi...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,30/01/2025,Uncategorized,1,January 2025
[KLARIFIKASI] Minneapolis Izinkan Azan Berkumandang Sebelum Kebakaran...,https://turnbackhoax.id/articles/25396--klarifikasi-minneapolis-izinkan-azan-berkumandang-sebelum-kebakaran-los-angeles,"KOMPAS.com - Kota Minneapolis di Minnesota, Amerika Serikat, diklaim...",https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,30/01/2025,Uncategorized,2,January 2025
"[SALAH] Setengah Wilayah AS Kebakaran, Sisanya Dilanda...",https://turnbackhoax.id/articles/25387--salah-setengah-wilayah-as-kebakaran-sisanya-dilanda-badai-salju,Akun TikTok “K.Snewen 2” pada (12/01/2025) mengunggah video [arsip]...,https://yudistira.turnbackhoax.id/uploads/2025/01/HEADER-Light-Background-1-1-678x381.png,31/01/2025,Uncategorized,2,January 2025
"Cek fakta, Ketua Umum PSSI mengundurkan diri",https://turnbackhoax.id/articles/25393-cek-fakta-ketua-umum-pssi-mengundurkan-diri,Jakarta (ANTARA/JACX) – Sebuah unggahan video di TikTok menarasikan...,https://img.antaranews.com/cache/730x487/2025/01/26/WhatsApp-Image-2025-01-26-at-17.42.57.jpeg,31/01/2025,Uncategorized,2,January 2025
"Cek fakta, Acil Bimbo dikabarkan meninggal dunia",https://turnbackhoax.id/articles/25392-cek-fakta-acil-bimbo-dikabarkan-meninggal-dunia,Jakarta (ANTARA/JACX) - Salah satu anggota dari grup musik...,https://img.antaranews.com/cache/730x487/2025/01/31/WhatsApp-Image-2025-01-31-at-08.42.00.jpeg,31/01/2025,Uncategorized,2,January 2025
"Hoaks, Acil Bimbo meninggal dunia",https://turnbackhoax.id/articles/25391-hoaks-acil-bimbo-meninggal-dunia,"Bandung (ANTARA) - Acil Bimbo, salah satu personel dari...",https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,31/01/2025,Uncategorized,2,January 2025
Hoaks! Megawati ditetapkan sebagai tersangka kasus Harun...,https://turnbackhoax.id/articles/25390-hoaks-megawati-ditetapkan-sebagai-tersangka-kasus-harun-masiku-pada-januari-2025,Jakarta (ANTARA/JACX) – Sebuah unggahan video di YouTube menarasikan...,https://img.antaranews.com/cache/730x487/2025/01/30/WhatsApp-Image-2025-01-30-at-13.42.25_1.jpeg,31/01/2025,Uncategorized,2,January 2025
[HOAKS] Hotel Grand Hyatt Jakarta Dijual,https://turnbackhoax.id/articles/25389--hoaks-hotel-grand-hyatt-jakarta-dijual,KOMPAS.com - Hotel Grand Hyatt Jakarta milik PT Plaza...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,30/01/2025,Uncategorized,2,January 2025
[HOAKS] Pengamat Sepak Bola Bung Towel Dikeroyok...,https://turnbackhoax.id/articles/25388--hoaks-pengamat-sepak-bola-bung-towel-dikeroyok-6-orang-tak-dikenal,KOMPAS.com - Pengamat sepak bola Tommy Welly atau Bung...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,30/01/2025,Uncategorized,2,January 2025
"Cek fakta, video Trump bantu pemadaman kebakaran...",https://turnbackhoax.id/articles/25386-cek-fakta-video-trump-bantu-pemadaman-kebakaran-los-angeles,Jakarta (ANTARA/JACX) – Sebuah unggahan video di TikTok menampilkan...,https://img.antaranews.com/cache/730x487/2025/01/30/WhatsApp-Image-2025-01-30-at-09.14.01_2.jpeg,30/01/2025,Uncategorized,2,January 2025
[HOAKS] Video Anak SMP di Rempang Ditendang...,https://turnbackhoax.id/articles/25385--hoaks-video-anak-smp-di-rempang-ditendang-warga-china,"KOMPAS.com - Di media sosial, beredar video yang diklaim...",https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,30/01/2025,Uncategorized,2,January 2025
[KLARIFIKASI] Polisi di Pati Lakukan Pengamanan Aksi...,https://turnbackhoax.id/articles/25384--klarifikasi-polisi-di-pati-lakukan-pengamanan-aksi-warga-bukan-razia-motor-petani,KOMPAS.com - Beredar unggahan video di media sosial yang...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,30/01/2025,Uncategorized,3,January 2025
[SALAH] Susi Pudjiastuti Dipanggil Presiden Prabowo ke...,https://turnbackhoax.id/articles/25383--salah-susi-pudjiastuti-dipanggil-presiden-prabowo-ke-istana,Akun X “SETYAKI22965702” mengunggah video [arsip] dengan klaim mantan...,https://yudistira.turnbackhoax.id/uploads/2025/01/HEADER-Light-Background-8-678x381.png,30/01/2025,Uncategorized,3,January 2025
[PENIPUAN] Tautan Lowongan Kerja di SCTV dan...,https://turnbackhoax.id/articles/25382--penipuan-tautan-lowongan-kerja-di-sctv-dan-indosiar-,Akun TikTok “loker” pada Rabu (13/11/2024) mengunggah video [arsip]...,https://yudistira.turnbackhoax.id/uploads/2025/01/WhatsApp-Image-2025-01-30-at-20.44.44-1-678x381.jpeg,30/01/2025,Uncategorized,3,January 2025
[SALAH] Ribuan Warga Selandia Baru Masuk Islam,https://turnbackhoax.id/articles/25381--salah-ribuan-warga-selandia-baru-masuk-islam,Akun Twitter “Boediantar4” pada Minggu (19/1/2025) mengunggah video [arsip]...,https://yudistira.turnbackhoax.id/uploads/2025/01/HEADER-Dark-Background-1-1-678x381.png,30/01/2025,Uncategorized,3,January 2025
[SALAH] Polisi Los Angeles Masuk Islam Setelah...,https://turnbackhoax.id/articles/25376--salah-polisi-los-angeles-masuk-islam-setelah-saksikan-musibah-kebakaran,Konteks asli video merupakan momen seorang petugas keamanan dituntun...,https://yudistira.turnbackhoax.id/uploads/2025/01/HEADER-Dark-Background-11-678x381.png,30/01/2025,Uncategorized,3,January 2025
[PENIPUAN] Kontak WhatsApp Rekrutmen Pendamping P3TGAI,https://turnbackhoax.id/articles/25375--penipuan-kontak-whatsapp-rekrutmen-pendamping-p3tgai,Akun Facebook “Infolokerterkini2024” pada Minggu (20/10/24) mengunggah tautan [arsip]...,https://yudistira.turnbackhoax.id/uploads/2025/01/Screenshot-2025-01-30-132132.png,30/01/2025,Uncategorized,3,January 2025
[PENIPUAN] Telegram Berikan Bonus Kuota Internet Gratis,https://turnbackhoax.id/articles/25368--penipuan-telegram-berikan-bonus-kuota-internet-gratis,Akun Facebook “Bonus Kouta Unlimetid” pada Rabu (8/1/2025) membagikan...,https://yudistira.turnbackhoax.id/uploads/2025/01/wm-Telegram-Berikan-Bonus-Kuota-Internet-Gratis.png,30/01/2025,Uncategorized,3,January 2025
[HOAKS] Tautan Diklaim untuk Daftar Perpanjangan Masa...,https://turnbackhoax.id/articles/25380--hoaks-tautan-diklaim-untuk-daftar-perpanjangan-masa-berlaku-sim,"KOMPAS.com - Di media sosial, beredar tautan yang diklaim...",https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,30/01/2025,Uncategorized,3,January 2025
[HOAKS] Disnaker Pemalang Adakan Tebus Murah iPhone...,https://turnbackhoax.id/articles/25379--hoaks-disnaker-pemalang-adakan-tebus-murah-iphone-15-pro-max-di-instagram,"KOMPAS.com - Dinas Tenaga Kerja (Disnaker) Kabupaten Pemalang, Jawa...",https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,28/01/2025,Uncategorized,3,January 2025
[HOAKS] Seorang Anak Yatim Piatu di Makassar...,https://turnbackhoax.id/articles/25378--hoaks-seorang-anak-yatim-piatu-di-makassar-mati-kelaparan,"KOMPAS.com - Di media sosial, beredar narasi tentang seorang...",https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,28/01/2025,Uncategorized,3,January 2025
Cek Fakta: Antony Santos Tinggalkan Brazil Gabung...,https://turnbackhoax.id/articles/25377-cek-fakta-antony-santos-tinggalkan-brazil-gabung-timnas-indonesia,Suara.com - Beredar di media sosial sebuah video dengan...,https://media.suara.com/pictures/1600x840/2025/01/30/42689-cek-fakta-antony-santos-gabung-timnas-indonesia-youtube.jpg,30/01/2025,Uncategorized,4,January 2025
"Hoaks Hotel Grand Hyatt Dijual Senilai Rp12,5...",https://turnbackhoax.id/articles/25374-hoaks-hotel-grand-hyatt-dijual-senilai-rp12-5-triliun,"tirto.id - Belum lama ini, jagat maya diramaikan oleh...",https://mmc.tirto.id/image/otf/970x0/2025/01/30/header-periksa-fakta---hoaks-hotel-grand-hyatt-dijual-senilai-rp125-triliun-01_ratio-16x9.jpg,30/01/2025,Uncategorized,4,January 2025
[KLARIFIKASI] Foto John Cena Memegang Al Quran...,https://turnbackhoax.id/articles/25373--klarifikasi-foto-john-cena-memegang-al-quran-di-atas-ring-adalah-konten-manipulatif,KOMPAS.com - Sebuah foto menampilkan aktor Amerika Serikat dan...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,28/01/2025,Uncategorized,4,January 2025
[HOAKS] Tautan untuk Pencairan Bansos Tunai atas...,https://turnbackhoax.id/articles/25372--hoaks-tautan-untuk-pencairan-bansos-tunai-atas-nama-bpjs-kesehatan,KOMPAS.com - Di media sosial beredar unggahan disertai tautan...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,28/01/2025,Uncategorized,4,January 2025
[HOAKS] Pengobatan Ida Dayak di Morowali pada...,https://turnbackhoax.id/articles/25371--hoaks-pengobatan-ida-dayak-di-morowali-pada-28-29-januari-2025,KOMPAS.com - Di media sosial beredar unggahan berupa poster...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,28/01/2025,Uncategorized,4,January 2025
Cek Fakta: Megawati Sudah Sah Jadi Tersangka...,https://turnbackhoax.id/articles/25370-cek-fakta-megawati-sudah-sah-jadi-tersangka-kpk,Suara.com - Beredar di media sosial sebuah video dengan...,https://media.suara.com/pictures/1600x840/2025/01/30/76335-cek-fakta-megawati-resmi-jadi-tersangka-kpk-youtube.jpg,30/01/2025,Uncategorized,4,January 2025
Cek Fakta: Jokowi dan Presiden Kenya Merayakan...,https://turnbackhoax.id/articles/25369-cek-fakta-jokowi-dan-presiden-kenya-merayakan-terpilihnya-mereka-sebagai-finalis-tokoh-terkorup,Suara.com - Beredar di media sosial sebuah video dengan...,https://media.suara.com/pictures/1600x840/2025/01/30/15996-cek-fakta-jokowi-dan-presiden-kenya-facebook.jpg,30/01/2025,Uncategorized,4,January 2025
[SALAH] Uang Ratusan Miliar Megawati Jadi Bukti...,https://turnbackhoax.id/articles/25367--salah-uang-ratusan-miliar-megawati-jadi-bukti-keterlibatannya-di-kasus-harun-masiku,Kanal YouTube “Lingkarnews” pada Jumat (17/1/2025) membagikan video [arsip]...,https://yudistira.turnbackhoax.id/uploads/2025/01/10-678x381.png,29/01/2025,Uncategorized,4,January 2025
[SALAH] Megawati Ditetapkan Tersangka di Kasus Harun...,https://turnbackhoax.id/articles/25366--salah-megawati-ditetapkan-tersangka-di-kasus-harun-masiku,Kanal YouTube “Lingkarnews” pada Jumat (17/1/2025) membagikan video [arsip]...,https://yudistira.turnbackhoax.id/uploads/2025/01/9-678x381.png,29/01/2025,Uncategorized,4,January 2025
"[SALAH] Pemain Brazil, Antony Santos, Akan Gabung...",https://turnbackhoax.id/articles/25365--salah-pemain-brazil-antony-santos-akan-gabung-timnas-indonesia,Kanal YouTube “Sport news” pada Sabtu (18/1/2025) membagikan video...,https://yudistira.turnbackhoax.id/uploads/2025/01/11-1-678x381.png,29/01/2025,Uncategorized,4,January 2025
[SALAH] Potret “Jokowi dan Presiden Kenya Rayakan...,https://turnbackhoax.id/articles/25364--salah-potret-jokowi-dan-presiden-kenya-rayakan-keberhasilan-usai-jadi-finalis-tokoh-terkorup-,Akun Facebook “Vega Setyawati” pada Senin (20/1/2025) mengunggah video...,https://lh7-rt.googleusercontent.com/docsz/AD_4nXdJVF4N4u3FhoveqqdXUdL0AONgSMzMh9XyQhdaO-lIUtWLlI7DePVR5FcdDiF32dnO1g4bbRaKBkY6JT3XD-1o6kZ2tn-OM5HrUMIIlmqJAg_YIxRg45LDIfcVmwfJOYzNNRKu?key=mslnLix0Zpic5y7mmgCnoo1a,29/01/2025,Uncategorized,5,January 2025
[PENIPUAN] Tautan “Pendaftaran Bantuan WiFi Gratis dari...,https://turnbackhoax.id/articles/25363--penipuan-tautan-pendaftaran-bantuan-wifi-gratis-dari-bakti-kominfo-,Akun Facebook “Wifi Gratis” pada Sabtu (18/1/2025) membagikan tautan...,https://yudistira.turnbackhoax.id/uploads/2025/01/wm-bantuan-wifi-kominfi.png,29/01/2025,Uncategorized,5,January 2025
[SALAH] Wali Kota Minneapolis Sahkan “UU Azan...,https://turnbackhoax.id/articles/25362--salah-wali-kota-minneapolis-sahkan-uu-azan-5-waktu-usai-kebakaran-la,Akun X “bantoro_” pada Selasa (21/1/2025) mengunggah video [arsip]...,https://yudistira.turnbackhoax.id/uploads/2025/01/WhatsApp-Image-2025-01-29-at-16.10.48-1-678x381.jpeg,29/01/2025,Uncategorized,5,January 2025
[SALAH] Pemerintah Gratiskan Tunggakan Iuran BPJS Januari—Februari...,https://turnbackhoax.id/articles/25361--salah-pemerintah-gratiskan-tunggakan-iuran-bpjs-januari-februari-2025,Akun Tiktok “BPJS KESEHATAN GRATIS” pada Selasa (14/01/2025) mengunggah...,https://yudistira.turnbackhoax.id/uploads/2025/01/WhatsApp-Image-2025-01-29-at-16.10.47-505x381.jpeg,29/01/2025,Uncategorized,5,January 2025
[PENIPUAN] Tautan Lowongan Kerja PT Krakatau Posco,https://turnbackhoax.id/articles/25359--penipuan-tautan-lowongan-kerja-pt-krakatau-posco,Pada Rabu (8/1/2025) akun Facebook “Loker Terbaru Indonesia” membagikan...,https://yudistira.turnbackhoax.id/uploads/2025/01/20-1-678x381.jpg,29/01/2025,Uncategorized,5,January 2025
[PENIPUAN] Tautan Lowongan Kerja Petrosea,https://turnbackhoax.id/articles/25358--penipuan-tautan-lowongan-kerja-petrosea,Pada Minggu (12/1/2025) akun Facebook “PT.petrosea TBK” membagikan tautan...,https://yudistira.turnbackhoax.id/uploads/2025/01/21-1-678x381.jpg,29/01/2025,Uncategorized,5,January 2025
"Cek fakta, video Presiden Prabowo pimpin pembongkaran...",https://turnbackhoax.id/articles/25360-cek-fakta-video-presiden-prabowo-pimpin-pembongkaran-pagar-laut,Jakarta (ANTARA/JACX) – Sebuah unggahan video di TikTok menarasikan...,https://img.antaranews.com/cache/730x487/2025/01/26/WhatsApp-Image-2025-01-26-at-16.51.17.jpeg,29/01/2025,Uncategorized,5,January 2025
[SALAH] SatuSehat Adalah Program WHO untuk Tatanan...,https://turnbackhoax.id/articles/25356--salah-satusehat-adalah-program-who-untuk-tatanan-dunia-baru,Akun Instagram “aguseven” pada Selasa (14/1/2025) mengunggah video [arsip]...,https://yudistira.turnbackhoax.id/uploads/2025/01/WhatsApp-Image-2025-01-22-at-12.32.05_5cd352d1-678x381.jpg,29/01/2025,Uncategorized,5,January 2025
Cek Fakta: Tidak Benar Hotel Grand Hyatt...,https://turnbackhoax.id/articles/25357-cek-fakta-tidak-benar-hotel-grand-hyatt-jakarta-dijual-dengan-harga-rp-12-5-triliun,"Liputan6.com, Jakarta - Beredar di media sosial postingan informasi...",https://cdn0-production-images-kly.akamaized.net/buxvNNENa4YGpoCFn_vFS4WY5kk=/640x360/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/5112171/original/087854200_1738118537-cek_fakta_hotel.jpg,29/01/2025,Uncategorized,5,January 2025
"CEK FAKTA: Hoaks, PSSI Dibubarkan karena Memecat...",https://turnbackhoax.id/articles/25355-cek-fakta-hoaks-pssi-dibubarkan-karena-memecat-shin-tae-yong---times-indonesia,"TIMESINDONESIA, JAKARTA – Sebuah unggahan video di YouTube menyebutkan...",https://cdn-1.timesmedia.co.id/images/2025/01/28/cek-fakta-5.jpg,28/01/2025,Uncategorized,5,January 2025
[HOAKS] Link untuk Daftar Rekrutmen Fasilitator Program...,https://turnbackhoax.id/articles/25354--hoaks-link-untuk-daftar-rekrutmen-fasilitator-program-tekad-2025,KOMPAS.com - Di jagat maya beredar unggahan beserta tautan...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,28/01/2025,Uncategorized,6,January 2025
[HOAKS] BP2MI Berikan Bantuan Uang Tunai Melalui...,https://turnbackhoax.id/articles/25353--hoaks-bp2mi-berikan-bantuan-uang-tunai-melalui-whatsapp,KOMPAS.com - Sebuah video yang beredar di media sosial...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,28/01/2025,Uncategorized,6,January 2025
[HOAKS] Tautan untuk Pendaftaran Program Renovasi Rumah...,https://turnbackhoax.id/articles/25352--hoaks-tautan-untuk-pendaftaran-program-renovasi-rumah-2025,KOMPAS.com - Di media sosial beredar tautan pendaftaran program...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,28/01/2025,Uncategorized,6,January 2025
Cek Fakta: Erick Thohir akan Menaturalisasi Victor...,https://turnbackhoax.id/articles/25351-cek-fakta-erick-thohir-akan-menaturalisasi-victor-gyokeres,Suara.com - Beredar di media sosial sebuah video dengan...,https://media.suara.com/pictures/1600x840/2025/01/28/38520-cek-fakta-erick-thohir-akan-naturalisasi-victor-gyokeres-youtube.jpg,29/01/2025,Uncategorized,6,January 2025
[SALAH] Erick Thohir Bakal Naturalisasi Viktor Gyokeres,https://turnbackhoax.id/articles/25345--salah-erick-thohir-bakal-naturalisasi-viktor-gyokeres-,Kanal YouTube “Sport news” pada Sabtu (18/1/2025) membagikan video...,https://yudistira.turnbackhoax.id/uploads/2025/01/6-678x381.png,28/01/2025,Uncategorized,6,January 2025
[SALAH] Prabowo Kerahkan Kopassus ke Markas OCCRP,https://turnbackhoax.id/articles/25344--salah-prabowo-kerahkan-kopassus-ke-markas-occrp,Kanal YouTube “Lingkarnews” pada Sabtu (18/1/2025) membagikan video [arsip]...,https://yudistira.turnbackhoax.id/uploads/2025/01/7-678x381.png,28/01/2025,Uncategorized,6,January 2025
[HOAKS] Video Prabowo Turun ke Lapangan untuk...,https://turnbackhoax.id/articles/25350--hoaks-video-prabowo-turun-ke-lapangan-untuk-mengecek-pagar-laut,KOMPAS.com - Beredar unggahan video dengan narasi yang menyebut...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,24/01/2025,Uncategorized,6,January 2025
[KLARIFIKASI] Video Trump Mendengarkan Azan Bukan Saat...,https://turnbackhoax.id/articles/25349--klarifikasi-video-trump-mendengarkan-azan-bukan-saat-pelantikan-presiden-as,KOMPAS.com - Sebuah video beredar di media sosial dengan...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,24/01/2025,Uncategorized,6,January 2025
[HOAKS] Akun Facebook Bagikan Undian Berhadiah Awal...,https://turnbackhoax.id/articles/25348--hoaks-akun-facebook-bagikan-undian-berhadiah-awal-tahun-bank-mandiri,KOMPAS.com - Akun-akun Facebook mengatasnamakan Bank Mandiri menyebarkan tautan...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,24/01/2025,Uncategorized,6,January 2025
Cek Fakta: Tidak Benar Link Pendaftaran Fasilitator...,https://turnbackhoax.id/articles/25347-cek-fakta-tidak-benar-link-pendaftaran-fasilitator-program-tekad-2025-dari-pemerintah,"Liputan6.com, Jakarta- Cek Fakta Liputan6.com mendapati klaim link pendaftaran...",https://cdn0-production-images-kly.akamaized.net/VfN6EDGWM3NnGcnV7LIP2q91t18=/640x360/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/5111319/original/032792400_1738048228-fasilitator_program_tekad.jpg,28/01/2025,Uncategorized,6,January 2025
Cek Fakta: Prabowo Kerahkan Kopasus Grebek Markas...,https://turnbackhoax.id/articles/25346-cek-fakta-prabowo-kerahkan-kopasus-grebek-markas-occrp-yang-fitnah-jokowi,Suara.com - Kanal YouTube “Lingkarnews” pada Sabtu (18/1/2025) membagikan...,https://media.suara.com/pictures/1600x840/2025/01/24/56964-potret-presiden-prabowo-subianto-instagramprabowo.jpg,28/01/2025,Uncategorized,7,January 2025
Hoaks Terjadi Tsunami Setelah Kebakaran Hebat di...,https://turnbackhoax.id/articles/25343-hoaks-terjadi-tsunami-setelah-kebakaran-hebat-di-los-angeles,"tirto.id - Musibah yang menimpa wilayah Los Angeles, California,...",https://mmc.tirto.id/image/otf/970x0/2025/01/22/header-periksa-fakta---hoaks-soal-tsunami-di-la-setelah-kebakaran---fad-01_ratio-16x9.jpg,28/01/2025,Uncategorized,7,January 2025
[KLARIFIKASI] Video Ini Bukan Perlihatkan Pengungsi Kebakaran...,https://turnbackhoax.id/articles/25342--klarifikasi-video-ini-bukan-perlihatkan-pengungsi-kebakaran-los-angeles,KOMPAS.com - Sebuah video yang diunggah di media sosial...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,24/01/2025,Uncategorized,7,January 2025
"[KLARIFIKASI] Konten Satire Jokowi Bertemu Sekjen Gerindra,...",https://turnbackhoax.id/articles/25341--klarifikasi-konten-satire-jokowi-bertemu-sekjen-gerindra-bahas-syarat-jadi-anggota-partai,KOMPAS.com - Di media sosial beredar unggahan yang memperlihatkan...,https://dummyimage.com/877x678/d9d9d9/404040.png&text=Dummy+Image,24/01/2025,Uncategorized,7,January 2025
Cek Fakta: Gambar Bunker yang Menginspirasi Serial...,https://turnbackhoax.id/articles/25340-cek-fakta-gambar-bunker-yang-menginspirasi-serial-squid-game,Suara.com - Beredar di media sosial sebuah foto yang...,https://media.suara.com/pictures/1600x840/2025/01/28/37616-cek-fakta-penampakan-bunker-inspirasi-squid-game-instagram.jpg,28/01/2025,Uncategorized,7,January 2025
Cek Fakta: Hoaks Foto John Cena Pegang...,https://turnbackhoax.id/articles/25339-cek-fakta-hoaks-foto-john-cena-pegang-alquran-di-atas-ring-gulat,"Liputan6.com, Jakarta - Sebuah foto yang diklaim artis Hollywood,...",https://cdn1-production-images-kly.akamaized.net/_Axt1ueWAQkWtufJek4GEeCr7gI=/640x360/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/5110589/original/063868900_1737973031-JohnCenaQuran1.jpg,27/01/2025,Uncategorized,7,January 2025
Cek Fakta: Tidak Benar Foto Bunker Disebut...,https://turnbackhoax.id/articles/25338-cek-fakta-tidak-benar-foto-bunker-disebut-jadi-inspirasi-squid-game,"Liputan6.com, Jakarta - Sebuah foto bunker yang diklaim sebagai...",https://cdn1-production-images-kly.akamaized.net/f6o4TrTgV6U7eDQxZJKu9AHvQB8=/640x360/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/5110523/original/037190100_1737967861-SquidGame1.jpg,27/01/2025,Uncategorized,7,January 2025
Cek Fakta: Anak Yatim Piatu di Makassar...,https://turnbackhoax.id/articles/25337-cek-fakta-anak-yatim-piatu-di-makassar-meninggal-karena-kelaparan,Suara.com - Beredar di media sosial sebuah gambar dengan...,https://media.suara.com/pictures/1600x840/2025/01/27/34314-cek-fakta-anak-yatim-piatu-meninggal-karena-kelaparan-x.jpg,27/01/2025,Uncategorized,7,January 2025
[SALAH] Anak Yatim Piatu Meninggal Dunia Akibat...,https://turnbackhoax.id/articles/25334--salah-anak-yatim-piatu-meninggal-dunia-akibat-kelaparan-di-makassar,Akun Twitter “kegblgnunfaedh” pada Jumat (17/1/2025) mengunggah gambar [arsip]...,https://yudistira.turnbackhoax.id/uploads/2025/01/image-2025-01-21T094916.970.png,27/01/2025,Uncategorized,7,January 2025
